摄像头编号 笼子编号 时段 变化点数
ch02 2-1 11 72174.0
ch02 2-2 11 163625.0
ch02 1-1 11 55057.0
ch02 1-2 11 72606.0
ch02 2-2 7 183954.0
ch02 2-2 5 167294.0
ch02 2-1 5 155864.0
ch02 2-2 4 164028.0
ch02 2-1 0 148435.0
ch02 2-2 0 174928.0
ch02 2-1 0 168608.0
ch02 2-2 0 200967.0
ch02 2-1 0 149337.0
ch02 2-2 0 170422.0
ch02 2-1 1 173405.0
ch02 2-2 1 175081.0
ch02 2-1 1 188648.0
ch02 2-2 1 174746.0
ch02 2-1 2 185630.0
ch02 2-2 2 155308.0
ch02 2-1 2 165815.0
ch02 2-2 2 161822.0
ch02 2-1 2 202882.0
ch02 2-2 2 157008.0
ch02 2-1 3 171583.0
ch02 2-2 3 161104.0
ch02 2-1 3 178418.0
ch02 2-2 3 141627.0
ch02 2-1 4 162068.0
ch02 2-2 4 173400.0
ch02 2-1 4 152047.0
ch02 2-2 4 173229.0
ch02 2-1 4 142976.0
ch02 2-1 11 70725.0
ch02 1-1 17 51933.0
ch02 2-2 11 103572.0
ch02 1-2 11 78470.0
ch02 2-2 14 76928.0
ch02 1-1 15 49399.0
ch02 1-2 15 68831.0
ch02 2-1 15 49421.0
ch02 2-2 15 57647.0
ch02 1-1 15 53259.0
ch02 1-2 15 63964.0
ch02 2-1 15 66780.0
ch02 2-2 15 79884.0
ch02 1-1 15 60034.0
ch02 1-2 15 69697.0
ch02 2-1 14 51807.0
ch02 2-1 15 74581.0
ch02 1-1 16 53022.0
ch02 1-2 16 69401.0
ch02 2-1 16 62124.0
ch02 2-2 16 79824.0
ch02 1-1 16 53676.0
ch02 1-2 16 61051.0
ch02 2-1 16 56298.0
ch02 2-2 16 86338.0
ch02 1-1 16 68164.0
ch02 1-2 16 63387.0
ch02 2-1 16 68354.0
ch02 2-2 15 71174.0
ch02 1-2 14 75838.0
ch02 1-1 14 51792.0
ch02 2-2 14 60540.0
ch02 2-1 11 77277.0
ch02 2-2 11 91342.0
ch02 1-1 12 59383.0
ch02 1-2 12 73633.0
ch02 2-1 12 71582.0
ch02 2-2 12 121866.0
ch02 1-1 12 63181.0
ch02 1-2 12 74491.0
ch02 2-1 12 62460.0
ch02 2-2 12 49459.0
ch02 1-1 13 53688.0
ch02 1-2 13 61738.0
ch02 2-1 13 79041.0
ch02 2-2 13 67872.0
ch02 1-1 13 49083.0
ch02 1-2 13 66327.0
ch02 2-1 13 62689.0
ch02 2-2 13 50625.0
ch02 1-1 13 48122.0
ch02 1-2 13 57609.0
ch02 2-1 13 50622.0
ch02 2-2 13 57317.0
ch02 1-1 14 46582.0
ch02 1-2 14 64055.0
ch02 2-1 14 38345.0
ch02 1-1 11 45846.0
ch04 1-1 5 88425.0
ch03 1-2 13 71209.0
ch04 2-1 5 100447.0
ch04 2-1 10 114385.0
ch04 2-2 10 119286.0
ch04 1-1 11 105644.0
ch04 1-2 11 86035.0
ch04 2-1 11 49603.0
ch04 2-2 11 81016.0
ch04 1-1 11 164207.0
ch04 1-2 11 191137.0
ch04 2-1 11 145252.0
ch04 2-2 11 204579.0
ch04 1-2 10 93759.0
ch04 1-1 12 125690.0
ch04 2-1 12 87870.0
ch04 2-2 12 102713.0
ch04 1-1 12 99871.0
ch04 1-2 12 110745.0
ch04 2-1 12 90305.0
ch04 2-2 12 123008.0
ch04 1-1 12 111476.0
ch04 1-2 12 94698.0
ch04 2-1 12 134616.0
ch04 2-2 12 98712.0
ch04 1-2 12 112267.0
ch04 1-1 10 127105.0
ch04 2-2 10 109281.0
ch04 2-1 10 106792.0
ch04 1-2 5 110457.0
ch04 2-2 8 154135.0
ch04 1-1 8 101125.0
ch04 1-2 8 142831.0
ch04 2-1 8 103362.0
ch04 2-2 8 99634.0
ch04 1-1 8 79934.0
ch04 1-2 8 144419.0
ch04 2-1 8 97469.0
ch04 2-2 8 98566.0
ch04 1-1 9 115935.0
ch04 1-2 9 154351.0
ch04 2-1 9 151508.0
ch04 2-2 9 125497.0
ch04 1-1 9 160019.0
ch04 1-2 9 213065.0
ch04 2-1 9 173848.0
ch04 1-1 10 144120.0
ch04 1-2 10 101240.0
ch04 2-1 10 90384.0
ch04 2-2 10 106538.0
ch04 1-1 10 104495.0
ch04 1-2 10 134715.0
ch04 1-1 13 108220.0
ch04 1-2 13 106596.0
ch04 2-2 9 89432.0
ch04 2-2 13 143227.0
ch04 1-2 7 98019.0
ch04 1-1 7 103997.0
ch04 2-2 7 124374.0
ch04 2-1 7 115440.0
ch04 1-2 7 108524.0
ch04 2-2 6 110100.0
ch04 2-1 6 130076.0
ch04 1-2 6 90171.0
ch04 1-1 6 101304.0
ch04 2-2 6 115694.0
ch04 2-2 5 104323.0
ch04 2-1 6 101832.0
ch04 1-2 6 97593.0
ch04 1-1 6 111389.0
ch04 2-2 5 87411.0
ch04 2-1 5 114503.0
ch04 1-2 5 81584.0
ch04 1-1 5 86018.0
ch04 2-2 5 102671.0
ch04 2-1 5 148191.0
ch04 1-2 5 100396.0
ch04 1-1 5 80294.0
ch04 2-1 13 100649.0
ch04 2-1 7 132339.0
ch04 2-2 7 142146.0
ch04 1-1 7 99912.0
ch04 1-2 7 118622.0
ch04 1-1 13 74548.0
ch04 1-2 13 72692.0
ch04 2-1 13 59162.0
ch04 2-2 13 76633.0
ch04 1-1 14 102911.0
ch04 1-2 14 98908.0
ch04 2-1 14 112452.0
ch04 2-2 14 108198.0
ch04 1-1 14 108946.0
ch04 1-1 7 95056.0
ch04 2-1 14 132682.0
ch04 2-2 14 132837.0
ch04 1-1 14 89251.0
ch04 1-2 14 129985.0
ch04 2-2 7 141004.0
ch04 1-2 14 100485.0
ch04 2-1 14 90552.0
ch04 2-2 14 100366.0
ch04 1-1 15 102131.0
ch04 1-2 15 98638.0
ch04 2-1 8 111795.0
ch04 1-2 8 107595.0
ch04 1-1 8 95820.0
ch04 2-1 7 136915.0
ch01 2-1 20 125081.0
ch01 1-2 20 120797.0
ch01 1-1 20 140762.0
ch01 2-1 20 118956.0
ch01 1-2 20 103911.0
ch01 1-1 20 134306.0
ch01 1-2 19 86808.0
ch01 1-2 19 103291.0
ch01 1-1 19 118272.0
ch01 1-1 19 95647.0
ch01 1-1 20 118549.0
ch01 2-1 19 107347.0
ch01 2-1 19 117850.0
ch01 2-1 19 133104.0
ch01 1-2 20 99431.0
ch01 1-1 22 133025.0
ch01 1-1 21 122609.0
ch01 2-1 22 155374.0
ch01 1-2 22 100791.0
ch01 1-2 19 80258.0
ch01 2-1 22 129178.0
ch01 1-2 22 116954.0
ch01 1-1 22 138924.0
ch01 2-1 20 137307.0
ch01 2-1 22 129330.0
ch01 1-1 22 125724.0
ch01 2-1 21 121483.0
ch01 1-2 21 105572.0
ch01 1-1 21 130210.0
ch01 2-1 21 137759.0
ch01 1-2 21 113050.0
ch01 1-2 22 108241.0
ch01 1-1 19 84230.0
ch01 2-1 12 113016.0
ch01 1-2 18 71069.0
ch01 1-1 16 61208.0
ch01 2-1 16 82196.0
ch01 1-2 16 84147.0
ch01 1-1 16 70432.0
ch01 1-2 12 107289.0
ch01 1-1 12 131138.0
ch03 1-1 0 170604.0
ch01 2-1 11 190647.0
ch01 1-1 11 271132.0
ch04 2-2 0 204048.0
ch04 2-1 0 176588.0
ch04 1-2 0 186046.0
ch04 1-1 0 197905.0
ch01 1-1 23 113569.0
ch01 1-2 11 199407.0
ch03 1-2 0 252477.0
ch03 2-1 0 318471.0
ch03 2-2 0 320784.0
ch01 1-1 18 68171.0
ch01 2-1 18 100668.0
ch01 1-2 18 78712.0
ch01 1-1 18 74176.0
ch01 2-1 17 80346.0
ch01 1-2 17 69506.0
ch01 1-1 17 79492.0
ch01 2-1 17 94280.0
ch01 1-2 17 76974.0
ch01 1-1 17 64816.0
ch01 2-1 17 118745.0
ch01 1-2 17 96202.0
ch01 1-1 17 71841.0
ch01 2-1 16 84410.0
ch01 1-2 16 79419.0
ch01 2-1 18 86545.0
ch01 1-2 23 117333.0
ch01 2-1 8 194167.0
ch01 1-1 24 133211.0
ch01 2-2 4 182679.0
ch01 1-1 5 150389.0
ch01 1-2 5 136757.0
ch01 2-2 5 161494.0
ch01 1-1 5 177822.0
ch01 1-2 5 126318.0
ch01 2-2 5 196277.0
ch01 1-1 6 171440.0
ch01 1-2 6 115751.0
ch01 2-2 6 176471.0
ch01 1-1 6 160078.0
ch01 1-2 6 134064.0
ch01 2-2 6 199033.0
ch01 1-1 6 150423.0
ch01 1-2 6 136629.0
ch01 2-2 6 188194.0
ch01 1-1 7 134974.0
ch01 1-2 7 125701.0
ch01 2-2 7 181135.0
ch01 1-1 7 177757.0
ch01 1-2 7 161299.0
ch01 2-2 7 190605.0
ch01 1-1 8 189759.0
ch01 1-2 8 166093.0
ch01 2-1 23 147845.0
ch01 1-1 4 177491.0
ch01 2-2 4 196146.0
ch01 1-2 4 123300.0
ch01 1-1 4 160959.0
ch01 1-2 24 119549.0
ch01 2-1 24 142146.0
ch01 2-1 8 198509.0
ch01 1-1 8 148730.0
ch01 1-2 8 143864.0
ch01 2-1 8 117363.0
ch01 1-1 8 101708.0
ch01 1-2 4 168287.0
ch01 1-1 10 395200.0
ch01 1-2 10 314932.0
ch01 2-1 10 399758.0
ch01 1-1 11 162209.0
ch01 1-2 8 230742.0
ch01 2-1 11 144306.0
ch01 1-1 11 110465.0
ch01 1-2 11 142341.0
ch02 1-1 0 81521.0
ch02 1-2 0 98934.0
ch02 2-1 0 95095.0
ch02 2-2 0 121338.0
ch01 2-1 11 199061.0
ch01 1-2 11 131722.0
ch01 2-1 0 149160.0
ch01 1-2 0 125583.0
ch01 1-1 0 145643.0
ch02 2-2 24 138448.0
ch04 1-1 23 113933.0
ch04 1-2 23 95210.0
ch02 2-1 24 112275.0
ch04 2-2 23 110716.0
ch04 1-1 23 86809.0
ch04 1-2 23 81150.0
ch04 2-1 23 83433.0
ch04 2-2 23 97814.0
ch04 2-1 23 132799.0
ch01 1-2 23 105803.0
ch01 1-1 24 92919.0
ch01 2-1 23 157980.0
ch03 2-2 23 83645.0
ch01 1-1 23 116241.0
ch01 2-1 23 228041.0
ch01 1-2 23 145810.0
ch01 1-1 23 204953.0
ch03 1-1 23 45902.0
ch03 1-2 23 76165.0
ch03 2-1 23 90575.0
ch03 2-1 23 65937.0
ch03 1-2 23 88012.0
ch03 1-1 23 59951.0
ch01 1-2 24 49405.0
ch03 2-2 23 103773.0
ch03 1-2 24 32504.0
ch03 1-1 24 32504.0
ch02 1-1 24 84703.0
ch02 1-2 24 121577.0
ch01 2-1 24 138150.0
ch03 2-2 24 78668.0
ch03 2-1 24 54272.0
ch01 1-1 0 112778.0
ch01 1-2 0 83481.0
ch01 1-1 1 105407.0
ch01 1-2 1 89029.0
ch01 2-1 1 104543.0
ch01 1-2 0 84523.0
ch01 2-1 9 127799.0
ch01 1-2 9 77124.0
ch01 2-1 0 122915.0
ch01 2-1 0 127702.0
ch01 1-2 7 77102.0
ch01 1-1 9 67712.0
ch01 1-2 3 82355.0
ch01 1-1 3 99823.0
ch01 2-1 3 113711.0
ch01 1-2 3 78957.0
ch01 1-1 3 107388.0
ch01 2-1 3 112053.0
ch01 1-2 3 74289.0
ch01 1-1 3 108566.0
ch01 2-1 2 116606.0
ch01 1-1 0 96201.0
ch01 1-2 2 81551.0
ch01 2-1 2 122582.0
ch01 1-2 2 80642.0
ch01 1-1 2 95661.0
ch01 2-1 1 107787.0
ch01 1-2 1 83585.0
ch01 1-1 1 108270.0
ch01 1-1 0 123640.0
ch01 2-1 0 145111.0
ch01 2-1 1 121175.0
ch01 1-1 2 104491.0
ch01 2-1 9 102668.0
ch01 1-2 8 85614.0
ch01 1-1 9 81223.0
ch01 1-1 5 102819.0
ch01 1-2 5 77099.0
ch01 1-2 8 75119.0
ch01 1-1 8 93646.0
ch01 2-1 7 94770.0
ch01 1-2 7 74187.0
ch01 1-1 7 102927.0
ch01 2-1 5 110334.0
ch01 2-1 5 107670.0
ch01 1-1 6 99405.0
ch01 2-1 6 101425.0
ch01 1-1 6 106233.0
ch01 1-2 6 85643.0
ch01 2-1 6 99737.0
ch01 1-1 6 106764.0
ch01 1-2 6 71493.0
ch01 2-1 6 101515.0
ch01 1-1 7 107612.0
ch01 1-2 6 78513.0
ch01 1-2 9 76085.0
ch01 1-2 5 79134.0
ch01 2-1 4 117907.0
ch01 2-1 8 117618.0
ch01 1-2 8 67608.0
ch01 1-1 8 86511.0
ch01 2-1 8 102465.0
ch01 2-1 7 101822.0
ch01 1-1 8 89311.0
ch01 1-1 1 106106.0
ch01 1-2 1 70509.0
ch01 1-1 5 111433.0
ch01 2-1 8 100954.0
ch01 1-1 4 111345.0
ch01 1-2 4 85848.0
ch01 2-1 4 123787.0
ch01 1-1 4 101752.0
ch01 1-2 4 68324.0
ch01 2-1 4 124920.0
ch01 1-1 4 100007.0
ch01 1-2 4 66522.0
ch01 2-1 3 104073.0
ch01 1-2 0 101696.0
ch03 1-2 2 86431.0
ch03 2-1 2 83808.0
ch02 1-1 0 127876.0
ch02 1-2 0 178889.0
ch02 2-1 0 133247.0
ch02 2-2 0 155451.0
ch02 1-1 1 120561.0
ch02 1-2 1 129156.0
ch02 2-1 1 120490.0
ch02 2-2 0 127585.0
ch02 2-2 1 222260.0
ch03 1-1 2 58435.0
ch02 2-1 1 161640.0
ch02 2-2 1 164422.0
ch02 1-1 2 131613.0
ch02 1-2 2 138225.0
ch02 2-1 2 109572.0
ch02 2-2 2 202351.0
ch02 1-1 1 112938.0
ch02 1-1 2 129754.0
ch02 2-1 0 114222.0
ch02 1-1 0 120937.0
ch04 2-2 1 168242.0
ch04 2-1 1 159436.0
ch04 1-2 1 76209.0
ch04 1-1 1 66925.0
ch04 2-2 1 169582.0
ch04 2-1 1 160267.0
ch04 1-2 1 68096.0
ch02 1-2 0 144332.0
ch04 1-1 1 95365.0
ch04 2-1 0 91619.0
ch04 1-2 0 77978.0
ch04 1-1 0 89475.0
ch02 1-1 0 102718.0
ch02 1-2 0 126262.0
ch02 2-1 0 71376.0
ch02 2-2 0 148838.0
ch04 2-2 0 108850.0
ch04 1-1 1 85335.0
ch02 1-2 2 157987.0
ch02 2-2 2 203026.0
ch02 1-1 4 88651.0
ch02 1-2 4 129836.0
ch02 2-1 4 112098.0
ch02 2-2 4 168419.0
ch02 1-1 5 80792.0
ch02 1-2 5 137816.0
ch02 2-1 5 121794.0
ch02 2-2 4 172360.0
ch02 2-2 5 169382.0
ch02 1-2 5 113266.0
ch02 2-1 5 117402.0
ch02 2-2 5 191222.0
ch02 1-1 6 94375.0
ch02 1-2 6 122070.0
ch02 2-1 6 122998.0
ch02 2-2 6 207602.0
ch02 1-1 5 82986.0
ch02 2-1 2 115889.0
ch02 2-1 4 145205.0
ch02 1-1 4 129153.0
ch02 1-1 2 124218.0
ch02 1-2 2 176213.0
ch02 2-1 2 140517.0
ch02 2-2 2 172445.0
ch02 1-1 3 116585.0
ch02 1-2 3 162515.0
ch02 2-1 3 129924.0
ch02 1-2 4 166919.0
ch02 2-2 3 164657.0
ch02 1-2 3 188803.0
ch02 2-1 3 127570.0
ch02 2-2 3 176281.0
ch02 1-1 4 126111.0
ch02 1-2 4 176351.0
ch02 2-1 4 134233.0
ch02 2-2 4 180842.0
ch02 1-1 3 134299.0
ch02 1-1 6 86409.0
ch04 1-2 1 92425.0
ch04 2-2 1 160637.0
ch04 2-2 7 146752.0
ch04 2-1 7 160791.0
ch04 1-2 7 113175.0
ch04 1-1 7 112504.0
ch04 2-2 7 122318.0
ch04 2-1 7 157480.0
ch04 1-2 7 129348.0
ch04 1-1 7 139533.0
ch04 1-1 7 133342.0
ch04 2-1 6 168631.0
ch04 1-2 6 147421.0
ch04 1-1 6 124983.0
ch04 2-2 6 126429.0
ch04 2-1 6 153102.0
ch04 1-2 6 140028.0
ch04 1-1 6 114888.0
ch04 2-2 6 159937.0
ch04 2-2 5 137664.0
ch04 1-2 7 123878.0
ch04 2-2 7 164346.0
ch04 2-2 9 135656.0
ch04 2-1 9 172337.0
ch04 1-2 9 120344.0
ch04 1-1 9 148873.0
ch04 2-2 8 142881.0
ch04 2-1 8 170700.0
ch04 1-2 8 113744.0
ch04 2-1 7 182457.0
ch04 1-1 8 132426.0
ch04 2-1 8 163556.0
ch04 1-2 8 113888.0
ch04 1-1 8 114072.0
ch04 2-2 8 124742.0
ch04 2-1 8 173439.0
ch04 1-2 8 115107.0
ch04 1-1 8 132510.0
ch04 2-2 8 149192.0
ch04 2-1 1 162691.0
ch04 2-1 5 140421.0
ch04 1-1 5 128104.0
ch04 2-2 3 148294.0
ch04 2-1 3 124712.0
ch04 1-2 3 105876.0
ch04 1-1 3 68311.0
ch04 2-2 3 125531.0
ch04 2-1 3 135893.0
ch04 1-2 3 82691.0
ch04 1-1 3 65223.0
ch04 1-1 3 60638.0
ch04 2-1 2 121568.0
ch04 1-2 2 96739.0
ch04 1-1 2 99657.0
ch04 2-2 2 134191.0
ch04 2-1 2 153039.0
ch04 1-2 2 134413.0
ch04 1-1 2 125159.0
ch04 2-2 2 119346.0
ch04 1-2 5 102217.0
ch04 1-2 3 97474.0
ch04 2-2 3 114915.0
ch04 2-2 5 124444.0
ch04 2-1 5 136182.0
ch04 1-2 5 103133.0
ch04 1-1 5 129897.0
ch04 2-2 5 124507.0
ch04 2-1 5 150969.0
ch04 1-2 5 97782.0
ch04 2-1 3 124206.0
ch04 1-1 5 87278.0
ch04 2-1 4 149864.0
ch04 1-2 4 108398.0
ch04 1-1 4 75583.0
ch04 2-2 4 114731.0
ch04 2-1 4 149732.0
ch04 1-2 4 93482.0
ch04 1-1 4 77183.0
ch04 2-2 4 55230.0
ch02 1-2 6 105527.0
ch02 1-2 1 145243.0
ch02 2-2 6 175291.0
ch03 2-1 7 122087.0
ch03 1-2 7 98684.0
ch03 1-1 7 83299.0
ch03 2-2 7 143882.0
ch03 2-1 7 106359.0
ch03 1-2 7 92812.0
ch03 2-2 7 156315.0
ch03 1-1 7 79000.0
ch03 2-1 6 103703.0
ch03 1-2 6 97318.0
ch03 1-1 6 97333.0
ch03 2-2 6 124671.0
ch03 2-1 6 100907.0
ch03 1-2 6 87477.0
ch03 2-2 6 161331.0
ch03 1-1 8 79181.0
ch03 1-2 8 119817.0
ch03 2-1 8 112147.0
ch03 1-2 9 78970.0
ch03 1-1 9 68937.0
ch03 2-2 9 151386.0
ch03 2-1 9 99927.0
ch03 1-2 9 111091.0
ch03 1-1 9 77710.0
ch03 2-2 8 126562.0
ch03 2-1 8 112325.0
ch03 1-2 8 120199.0
ch03 1-1 8 76968.0
ch03 2-2 8 114727.0
ch03 2-1 8 70811.0
ch03 1-2 8 82820.0
ch03 1-1 8 51291.0
ch03 2-2 8 152867.0
ch03 1-1 6 75113.0
ch03 2-2 6 129064.0
ch03 2-1 6 75001.0
ch03 1-2 6 73322.0
ch03 1-2 4 90048.0
ch03 1-1 4 71403.0
ch03 2-2 3 122068.0
ch03 2-1 3 86187.0
ch03 1-2 3 98950.0
ch03 1-1 3 82860.0
ch03 2-2 3 115036.0
ch03 2-1 3 77982.0
ch03 1-2 3 79007.0
ch03 1-1 3 62975.0
ch03 2-2 2 118526.0
ch03 2-1 2 75809.0
ch03 1-2 2 93142.0
ch03 1-1 2 53819.0
ch03 2-2 2 119673.0
ch03 2-1 4 87180.0
ch03 2-1 9 97435.0
ch03 2-2 4 115480.0
ch03 1-2 4 69686.0
ch03 1-1 6 67664.0
ch03 2-2 5 119839.0
ch03 2-1 5 70515.0
ch03 1-2 5 83486.0
ch02 2-1 6 105440.0
ch03 2-2 5 109349.0
ch03 2-1 5 85087.0
ch03 1-2 5 70304.0
ch03 1-1 5 71145.0
ch03 2-2 4 129965.0
ch03 2-1 4 83091.0
ch03 1-2 4 82797.0
ch03 1-1 4 67045.0
ch03 2-2 4 105719.0
ch03 2-1 4 80474.0
ch03 1-1 4 62863.0
ch03 2-2 9 91738.0
ch03 1-1 5 61062.0
ch02 1-2 9 26353.0
ch02 2-1 7 125599.0
ch02 2-2 7 172833.0
ch02 1-1 7 100283.0
ch02 1-2 7 115965.0
ch02 2-1 7 123922.0
ch02 2-2 7 194327.0
ch02 1-1 7 93807.0
ch02 1-2 7 120391.0
ch02 2-1 7 134315.0
ch02 2-2 7 203554.0
ch02 1-1 8 84670.0
ch02 1-2 8 112305.0
ch02 2-1 8 104457.0
ch02 2-2 8 198773.0
ch02 1-1 8 68909.0
ch02 1-2 8 100081.0
ch02 2-1 8 110357.0
ch02 2-2 8 169219.0
ch02 1-1 9 76873.0
ch02 1-2 9 125508.0
ch02 2-1 9 123410.0
ch02 2-2 9 168437.0
ch02 2-2 9 3971.0
ch02 1-2 7 113688.0
ch02 1-1 7 82108.0
ch02 2-2 6 183745.0
ch02 2-1 6 121214.0
ch02 2-1 9 7019.0
ch02 1-1 9 101602.0
ch02 1-2 6 127139.0
ch02 1-1 6 88717.0
ch04 2-2 22 107693.0
ch04 2-1 20 116900.0
ch04 2-2 20 102437.0
ch04 1-1 20 96822.0
ch04 1-2 20 99233.0
ch04 2-1 20 107934.0
ch04 2-2 20 103621.0
ch04 1-1 20 94812.0
ch04 1-2 20 84581.0
ch04 2-1 20 101919.0
ch04 1-1 21 102586.0
ch04 2-1 21 113129.0
ch04 2-2 21 119852.0
ch04 1-1 21 94042.0
ch04 1-2 21 93947.0
ch04 2-1 21 101843.0
ch04 2-2 21 128516.0
ch04 1-1 22 77088.0
ch04 1-2 22 81811.0
ch04 2-1 22 107077.0
ch04 2-2 20 99021.0
ch04 1-2 21 99718.0
ch03 1-2 19 141387.0
ch04 1-1 22 84847.0
ch01 1-1 19 105759.0
ch01 1-2 19 123162.0
ch01 2-1 19 133262.0
ch01 1-1 19 202592.0
ch01 1-2 19 176192.0
ch01 2-1 19 268300.0
ch01 1-1 20 110404.0
ch01 1-2 20 100581.0
ch01 2-1 20 125117.0
ch01 1-1 20 203170.0
ch01 2-1 18 276034.0
ch01 1-2 20 176965.0
ch01 1-1 20 115441.0
ch01 1-2 20 114658.0
ch01 2-1 20 128074.0
ch01 1-1 21 154464.0
ch01 1-2 21 186192.0
ch01 2-1 21 170295.0
ch01 1-1 21 113921.0
ch01 1-2 21 121832.0
ch01 2-1 21 106843.0
ch01 1-1 22 164323.0
ch01 2-1 20 191703.0
ch01 1-2 18 167533.0
ch01 1-1 18 197266.0
ch01 2-1 18 106856.0
ch04 1-2 22 84656.0
ch04 2-1 22 115092.0
ch04 2-2 22 114021.0
ch04 1-1 22 93377.0
ch04 1-2 22 84929.0
ch04 2-1 22 113670.0
ch04 2-2 22 125967.0
ch04 1-1 23 93908.0
ch04 1-2 23 90529.0
ch04 2-1 23 104907.0
ch04 2-2 23 130520.0
ch04 1-1 24 72339.0
ch04 1-2 24 86919.0
ch04 2-1 24 103028.0
ch04 2-2 24 88386.0
ch01 1-1 17 104992.0
ch01 1-2 17 105792.0
ch01 2-1 17 110282.0
ch01 1-1 18 189418.0
ch01 1-2 18 171883.0
ch01 2-1 18 240376.0
ch01 1-1 18 110984.0
ch01 1-2 18 109667.0
ch04 1-2 20 103182.0
ch04 1-1 20 96577.0
ch04 1-1 18 93572.0
ch04 2-1 19 111132.0
ch03 1-2 20 152080.0
ch03 2-1 20 125690.0
ch03 2-2 20 198597.0
ch03 1-1 20 104371.0
ch03 1-2 20 140180.0
ch03 2-1 20 121615.0
ch03 2-2 20 176477.0
ch03 1-1 21 50831.0
ch03 1-2 21 61508.0
ch03 2-1 21 86735.0
ch03 2-2 21 105483.0
ch03 1-1 21 47155.0
ch03 1-2 21 57323.0
ch03 2-1 21 85111.0
ch03 2-2 21 109468.0
ch03 1-1 20 102503.0
ch03 1-1 21 47445.0
ch03 2-2 20 174937.0
ch03 1-2 20 137405.0
ch03 1-1 19 93797.0
ch03 2-2 18 169634.0
ch03 2-1 18 124757.0
ch03 1-2 18 131417.0
ch03 1-1 18 101172.0
ch03 2-2 18 143911.0
ch03 2-1 18 99935.0
ch03 1-2 18 107306.0
ch03 1-1 18 92491.0
ch03 2-2 19 169739.0
ch03 1-1 19 96206.0
ch03 1-2 19 154718.0
ch03 2-1 19 111974.0
ch03 2-2 19 147713.0
ch03 1-1 20 101504.0
ch03 2-1 20 117158.0
ch04 2-2 19 103567.0
ch03 1-2 21 57645.0
ch03 2-2 21 42689.0
ch04 2-2 18 78914.0
ch03 2-1 19 109891.0
ch04 1-2 18 62702.0
ch04 2-1 18 91095.0
ch04 2-2 18 79164.0
ch04 1-1 19 113180.0
ch04 1-2 19 82769.0
ch04 2-1 19 82564.0
ch04 2-2 19 115097.0
ch04 1-1 19 93132.0
ch04 1-2 19 76776.0
ch04 2-1 19 71413.0
ch04 2-2 19 108088.0
ch04 1-1 19 100882.0
ch04 1-2 19 94993.0
ch04 2-1 18 93420.0
ch03 2-1 21 105197.0
ch04 1-2 18 64272.0
ch04 2-2 17 73031.0
ch03 1-1 22 44481.0
ch03 2-1 22 94593.0
ch03 2-2 22 103144.0
ch03 1-1 22 47347.0
ch03 1-2 22 57803.0
ch03 2-1 22 92144.0
ch03 2-2 22 106588.0
ch03 1-1 23 77130.0
ch03 1-2 23 80995.0
ch03 2-1 23 108892.0
ch03 2-2 23 83140.0
ch01 1-2 22 164024.0
ch04 1-1 17 93332.0
ch04 1-2 17 82174.0
ch04 2-1 17 103103.0
ch04 1-1 18 83067.0
ch01 2-1 22 208078.0
ch03 1-2 22 53173.0
ch01 2-1 16 206719.0
ch01 2-1 12 165081.0
ch01 1-2 12 127604.0
ch01 1-1 12 143320.0
ch01 2-1 12 206296.0
ch01 1-2 12 138170.0
ch01 1-1 12 121234.0
ch01 1-1 12 140191.0
ch01 2-1 11 255845.0
ch01 1-1 11 165608.0
ch01 2-1 11 173710.0
ch01 1-2 11 100752.0
ch01 1-1 11 96798.0
ch01 2-1 11 256698.0
ch01 1-2 11 133222.0
ch01 1-2 11 155619.0
ch01 1-1 11 123688.0
ch01 1-2 12 124364.0
ch01 1-1 13 121836.0
ch01 2-1 14 194360.0
ch01 1-2 14 139114.0
ch01 1-1 14 140458.0
ch01 2-1 14 174824.0
ch01 1-2 14 113193.0
ch01 1-1 14 112183.0
ch01 2-1 12 185298.0
ch01 2-1 14 183936.0
ch01 1-1 14 111528.0
ch01 2-1 13 204999.0
ch01 1-2 13 126375.0
ch01 1-1 13 131433.0
ch01 2-1 13 127697.0
ch01 1-2 13 194784.0
ch01 1-2 14 114958.0
ch01 1-1 15 126262.0
ch01 2-1 10 419103.0
ch01 1-1 10 230621.0
ch01 2-2 7 238743.0
ch01 1-2 7 162040.0
ch01 1-1 7 175475.0
ch01 2-2 7 209703.0
ch01 1-2 7 164075.0
ch01 1-1 7 172880.0
ch01 1-1 8 178928.0
ch01 2-2 7 192008.0
ch01 1-1 7 156135.0
ch01 2-2 6 197254.0
ch01 1-2 6 175207.0
ch01 1-1 6 172499.0
ch01 2-2 6 220226.0
ch01 1-2 6 185017.0
ch01 1-2 7 174353.0
ch01 1-2 10 253033.0
ch01 1-2 8 159667.0
ch01 1-1 8 146743.0
ch01 2-1 10 188767.0
ch01 1-2 10 128591.0
ch01 1-1 10 114119.0
ch01 2-1 9 212050.0
ch01 1-2 9 156227.0
ch01 1-1 9 148748.0
ch01 2-2 8 233371.0
ch01 2-1 9 196680.0
ch01 1-1 9 155896.0
ch01 2-1 9 87488.0
ch01 1-2 9 57199.0
ch01 1-1 9 68502.0
ch01 2-1 8 213223.0
ch01 1-2 8 154377.0
ch01 1-2 9 144822.0
ch01 1-1 6 162114.0
ch01 1-2 15 124770.0
ch01 1-1 15 139281.0
ch03 2-2 16 91098.0
ch03 2-1 16 65782.0
ch03 1-2 16 64642.0
